"dateid","product_name","warehouse","totalstockmovement"
,Handmade Wooden Mouse,NYC1 - Amazon New York City,80
,Fantastic Bronze Soap,WEL1 - Amazon Wels,105
,Modern Concrete Soap,BUE1 - Amazon Buenos Aires,124
,Elegant Concrete Shirt,CHI1 - Amazon Chicago,63
,Handcrafted Metal Gloves,SHA1 - Amazon Shanghai,254
,Recycled Bronze Table,BOG2 - Amazon Bogota,358
,Generic Metal Sausages,LCY1 - Amazon London,298
,Gorgeous Metal Pants,FCO1 - Amazon Passo Corese,97
,Refined Rubber Pizza,BUE1 - Amazon Buenos Aires,109
,Licensed Soft Salad,DUS2 - Amazon Rheinberg,249
,Handcrafted Metal Tuna,LIS3 - Amazon Lisbon,93
,Electronic Frozen Ball,CHI1 - Amazon Chicago,113
,Luxurious Soft Tuna,TKY6 - Amazon Tokyo,369
,Oriental Fresh Bacon,DUS2 - Amazon Rheinberg,355
,Oriental Plastic Computer,FCO1 - Amazon Passo Corese,96
,Tasty Steel Towels,SHA1 - Amazon Shanghai,332
,Generic Steel Shoes,MXP5 - Amazon Castel San Giovanni,94
,Recycled Metal Chips,BCR2 - Amazon Bucarest,314
,Handcrafted Steel Gloves,NDH1  - Amazon New Delhi,267
,Unbranded Soft Table,LUX16 - Amazon Luxemburg,99
,Electronic Cotton Chair,SYD1 - Amazon Sidney,121
,Small Metal Shirt,MXC2 - Amazon Mexico City,247
,Handcrafted Metal Tuna,CWL1 - Amazon Swansea,120
,Unbranded Concrete Ball,BER3 - Amazon Brieselang,101
,Awesome Concrete Chicken,MRS1 - Amazon Montelimar,111
,Small Wooden Bike,BER3 - Amazon Brieselang,52
,Awesome Soft Fish,DBA1 - Amazon Dubai,82
,Generic Wooden Chips,ZRH13 - Amazon Zurich,98
,Sleek Cotton Ball,ORY1 - Amazon Saran,120
,Unbranded Wooden Hat,TKY6 - Amazon Tokyo,82
,Handmade Fresh Shirt,SAP1 - Amazon San Paolo,107
,Sleek Steel Fish,SAD1 - Amazon San Diego,289
,Luxurious Concrete Table,ZRH13 - Amazon Zurich,111
,Incredible Concrete Bacon,CHI1 - Amazon Chicago,127
,Refined Cotton Chips,BER3 - Amazon Brieselang,93
,Awesome Soft Fish,BRX2 - Amazon Bruxelles,279
,Sleek Plastic Table,BCN1 - Amazon El Prat de Llobregat,112
,Ergonomic Plastic Bike,BRX2 - Amazon Bruxelles,280
,Small Bronze Shirt,ZRH13 - Amazon Zurich,92
,Licensed Wooden Tuna,MXC2 - Amazon Mexico City,76
,Elegant Steel Towels,BOG2 - Amazon Bogota,219
,Elegant Granite Ball,BER3 - Amazon Brieselang,125
,Bespoke Metal Chips,HKG1 - Amazon Hong Kong,303
,Licensed Wooden Chair,PHX7 - Amazon Phoenix,277
,Handcrafted Concrete Ball,BCN1 - Amazon El Prat de Llobregat,386
,Rustic Rubber Mouse,SVQ1 - Amazon Sevilla,101
,Sleek Cotton Ball,BER3 - Amazon Brieselang,309
,Oriental Granite Shirt,ORY1 - Amazon Saran,332
,Ergonomic Rubber Soap,CAI1 - Amazon El Cairo,302
,Tasty Fresh Mouse,SYD1 - Amazon Sidney,99
,Sleek Plastic Table,MIS1 - Amazon Mississauga,288
,Modern Concrete Soap,DBA1 - Amazon Dubai,314
,Rustic Steel Towels,BCN1 - Amazon El Prat de Llobregat,246
,Incredible Wooden Chips,MIA1 - Amazon Miami,111
,Luxurious Soft Tuna,LIS3 - Amazon Lisbon,96
,Luxurious Soft Tuna,SAP1 - Amazon San Paolo,114
,Electronic Soft Computer,LIS3 - Amazon Lisbon,305
,Practical Granite Shoes,POZ1 - Amazon Sady,108
,Recycled Bronze Table,MAN1 - Amazon Manchester,104
,Practical Plastic Sausages,CGN1 - Amazon Koblenz,118
,Ergonomic Soft Hat,CWL1 - Amazon Swansea,297
,Recycled Metal Chips,LUX16 - Amazon Luxemburg,245
,Rustic Rubber Mouse,CAI1 - Amazon El Cairo,84
,Oriental Concrete Chicken,SVQ1 - Amazon Sevilla,275
,Handcrafted Wooden Table,ZRH13 - Amazon Zurich,107
,Generic Steel Shoes,SHA1 - Amazon Shanghai,279
,Fantastic Fresh Towels,LUX16 - Amazon Luxemburg,286
,Luxurious Wooden Pants,NYC1 - Amazon New York City,287
,Sleek Wooden Gloves,PHX7 - Amazon Phoenix,275
,Incredible Concrete Bacon,CGN1 - Amazon Koblenz,95
,Tasty Wooden Pants,HOU2 - Amazon Houston,263
,Generic Concrete Fish,CAI1 - Amazon El Cairo,249
,Oriental Plastic Computer,WEL1 - Amazon Wels,305
,Gorgeous Metal Fish,DUB19 - Amazon Dublin,310
,Luxurious Soft Tuna,FCO1 - Amazon Passo Corese,287
,Ergonomic Concrete Chair,MXP5 - Amazon Castel San Giovanni,326
,Intelligent Fresh Chips,ZRH13 - Amazon Zurich,90
,Bespoke Metal Chips,DUB19 - Amazon Dublin,99
,Electronic Frozen Ball,SHA1 - Amazon Shanghai,116
,Intelligent Bronze Shoes,CPN3 - Amazon Copenaghen,95
,Bespoke Concrete Soap,SAD1 - Amazon San Diego,325
,Ergonomic Bronze Salad,TKY6 - Amazon Tokyo,224
,Electronic Metal Table,CPN3 - Amazon Copenaghen,337
,Ergonomic Bronze Salad,NYC1 - Amazon New York City,274
,Refined Rubber Pizza,NDH1  - Amazon New Delhi,263
,Oriental Plastic Computer,BER3 - Amazon Brieselang,279
,Recycled Soft Fish,NYC1 - Amazon New York City,344
,Sleek Concrete Sausages,CAI1 - Amazon El Cairo,125
,Generic Granite Mouse,BVA1 - Amazon Boves,341
,Practical Plastic Sausages,LCY1 - Amazon London,277
,Tasty Concrete Bacon,DBA1 - Amazon Dubai,81
,Handcrafted Concrete Ball,SAD1 - Amazon San Diego,108
,Ergonomic Fresh Gloves,DUB19 - Amazon Dublin,113
,Bespoke Fresh Bacon,DUS2 - Amazon Rheinberg,326
,Practical Plastic Sausages,BCR2 - Amazon Bucarest,331
,Recycled Soft Fish,LIS3 - Amazon Lisbon,61
,Modern Plastic Shoes,PHX7 - Amazon Phoenix,308
,Luxurious Concrete Table,HOU2 - Amazon Houston,92
,Awesome Wooden Towels,SAD1 - Amazon San Diego,96
,Licensed Bronze Shirt,SAD1 - Amazon San Diego,262
,Luxurious Wooden Pants,TKY6 - Amazon Tokyo,290
,Handmade Wooden Mouse,MXC2 - Amazon Mexico City,104
,Ergonomic Concrete Shirt,BUE1 - Amazon Buenos Aires,79
,Oriental Fresh Bacon,CPT2 - Amazon Capetown,340
,Incredible Soft Shirt,PHX7 - Amazon Phoenix,287
,Modern Cotton Pants,DEH8 - Amazon Den Haag,96
,Awesome Wooden Salad,ORY1 - Amazon Saran,297
,Handcrafted Plastic Keyboard,TOR1 - Amazon Toronto,294
,Fantastic Bronze Soap,BOG2 - Amazon Bogota,96
,Small Metal Shirt,NYC1 - Amazon New York City,258
,Practical Plastic Sausages,LUX16 - Amazon Luxemburg,279
,Elegant Rubber Hat,BCN1 - Amazon El Prat de Llobregat,72
,Awesome Wooden Towels,LAS7 - Amazon Las Vegas,99
,Modern Bronze Chips,BUE1 - Amazon Buenos Aires,95
,Luxurious Rubber Car,ZRH13 - Amazon Zurich,267
,Ergonomic Concrete Shirt,BVA1 - Amazon Boves,93
,Luxurious Soft Computer,FCO1 - Amazon Passo Corese,99
,Oriental Fresh Chicken,ORY1 - Amazon Saran,97
,Ergonomic Concrete Chair,DBA1 - Amazon Dubai,133
,Awesome Wooden Towels,BCN1 - Amazon El Prat de Llobregat,290
,Awesome Wooden Salad,TKY6 - Amazon Tokyo,98
,Oriental Steel Shirt,CPT2 - Amazon Capetown,279
,Incredible Concrete Bacon,SHA1 - Amazon Shanghai,93
,Fantastic Fresh Towels,BCR2 - Amazon Bucarest,347
,Ergonomic Plastic Bike,NDH1  - Amazon New Delhi,93
,Tasty Wooden Hat,HOU2 - Amazon Houston,83
,Recycled Bronze Table,WEL1 - Amazon Wels,294
,Practical Plastic Sausages,CHI1 - Amazon Chicago,71
,Handmade Fresh Shirt,MXC2 - Amazon Mexico City,288
,Practical Plastic Sausages,SHA1 - Amazon Shanghai,78
,Generic Wooden Chips,HOU2 - Amazon Houston,91
,Practical Metal Keyboard,MIS1 - Amazon Mississauga,308
,Ergonomic Wooden Sausages,CAI1 - Amazon El Cairo,120
,Elegant Plastic Table,WEL1 - Amazon Wels,127
,Elegant Metal Ball,LIS3 - Amazon Lisbon,106
,Electronic Soft Chair,BVA1 - Amazon Boves,275
,Fantastic Fresh Towels,LCY1 - Amazon London,325
,Electronic Metal Table,BUE1 - Amazon Buenos Aires,255
,Sleek Concrete Sausages,DEH8 - Amazon Den Haag,123
,Intelligent Cotton Pizza,CGN1 - Amazon Koblenz,337
,Refined Rubber Pizza,DBA1 - Amazon Dubai,280
,Electronic Soft Chair,WEL1 - Amazon Wels,110
,Awesome Concrete Chicken,BCN1 - Amazon El Prat de Llobregat,113
,Unbranded Soft Pants,SVQ1 - Amazon Sevilla,110
,Elegant Metal Ball,SAP1 - Amazon San Paolo,86
,Electronic Frozen Chips,TOR1 - Amazon Toronto,280
,Bespoke Metal Chips,POZ1 - Amazon Sady,420
,Incredible Steel Computer,SAD1 - Amazon San Diego,308
,Awesome Soft Fish,MXP5 - Amazon Castel San Giovanni,282
,Electronic Bronze Towels,WEL1 - Amazon Wels,329
,Licensed Wooden Chair,SYD1 - Amazon Sidney,342
,Handcrafted Steel Chicken,MXP5 - Amazon Castel San Giovanni,281
,Small Wooden Bike,CPN3 - Amazon Copenaghen,282
,Modern Plastic Shoes,CAI1 - Amazon El Cairo,70
,Handcrafted Steel Gloves,CPN3 - Amazon Copenaghen,104
,Tasty Concrete Bacon,MXP5 - Amazon Castel San Giovanni,320
,Bespoke Concrete Soap,DUB19 - Amazon Dublin,108
,Oriental Plastic Computer,MAN1 - Amazon Manchester,105
,Oriental Fresh Cheese,HKG1 - Amazon Hong Kong,262
,Handcrafted Concrete Ball,POZ1 - Amazon Sady,103
,Practical Wooden Gloves,SAD1 - Amazon San Diego,309
,Ergonomic Fresh Gloves,POZ1 - Amazon Sady,273
,Rustic Bronze Pants,BOG2 - Amazon Bogota,323
,Handcrafted Plastic Shoes,TKY6 - Amazon Tokyo,63
,Handmade Concrete Tuna,MXP5 - Amazon Castel San Giovanni,270
,Handcrafted Concrete Ball,HKG1 - Amazon Hong Kong,358
,Tasty Steel Towels,MXP5 - Amazon Castel San Giovanni,89
,Handcrafted Metal Gloves,MXP5 - Amazon Castel San Giovanni,111
,Unbranded Granite Gloves,CPT2 - Amazon Capetown,88
,Bespoke Metal Chips,MRS1 - Amazon Montelimar,326
,Intelligent Bronze Shoes,NDH1  - Amazon New Delhi,342
,Modern Steel Shoes,SVQ1 - Amazon Sevilla,296
,Electronic Metal Table,WEL1 - Amazon Wels,86
,Small Bronze Shirt,SAP1 - Amazon San Paolo,283
,Intelligent Plastic Bacon,NDH1  - Amazon New Delhi,320
,Bespoke Soft Tuna,LUX16 - Amazon Luxemburg,85
,Sleek Cotton Ball,MAN1 - Amazon Manchester,96
,Tasty Concrete Bacon,NDH1  - Amazon New Delhi,101
,Intelligent Frozen Computer,NDH1  - Amazon New Delhi,97
,Ergonomic Bronze Computer,SVQ1 - Amazon Sevilla,73
,Tasty Steel Ball,LIS3 - Amazon Lisbon,107
,Gorgeous Metal Pants,MAN1 - Amazon Manchester,88
,Luxurious Rubber Car,BCN1 - Amazon El Prat de Llobregat,121
,Awesome Concrete Chicken,HKG1 - Amazon Hong Kong,83
,Licensed Soft Salad,CPT2 - Amazon Capetown,327
,Generic Rubber Car,TKY6 - Amazon Tokyo,88
,Bespoke Metal Cheese,CHI1 - Amazon Chicago,329
,Handcrafted Metal Gloves,BER6 - Amazon Berlin,84
,Tasty Wooden Pants,MRS1 - Amazon Montelimar,82
,Electronic Soft Chips,LUX16 - Amazon Luxemburg,228
,Elegant Metal Ball,NYC1 - Amazon New York City,262
,Recycled Fresh Pizza,BCR2 - Amazon Bucarest,301
,Recycled Soft Car,LCY1 - Amazon London,303
,Sleek Steel Fish,DUS2 - Amazon Rheinberg,100
,Intelligent Fresh Chips,HOU2 - Amazon Houston,105
,Recycled Soft Car,BCR2 - Amazon Bucarest,315
,Unbranded Concrete Ball,WEL1 - Amazon Wels,79
,Generic Wooden Chips,MIS1 - Amazon Mississauga,96
,Electronic Soft Computer,MIS1 - Amazon Mississauga,80
,Handcrafted Metal Tuna,NYC1 - Amazon New York City,265
,Electronic Frozen Ball,LCY1 - Amazon London,292
,Handcrafted Concrete Ball,MIS1 - Amazon Mississauga,305
,Elegant Rubber Hat,HOU2 - Amazon Houston,326
,Handcrafted Plastic Keyboard,BUE1 - Amazon Buenos Aires,53
,Tasty Wooden Hat,SAP1 - Amazon San Paolo,298
,Modern Cotton Pants,SYD1 - Amazon Sidney,221
,Oriental Fresh Bacon,MIA1 - Amazon Miami,99
,Ergonomic Bronze Table,DUS2 - Amazon Rheinberg,110
,Oriental Fresh Bacon,SYD1 - Amazon Sidney,81
,Sleek Wooden Gloves,DEH8 - Amazon Den Haag,110
,Small Metal Gloves,BRX2 - Amazon Bruxelles,266
,Modern Concrete Soap,BVA1 - Amazon Boves,93
,Licensed Cotton Keyboard,SYD1 - Amazon Sidney,91
,Licensed Bronze Shirt,DUS2 - Amazon Rheinberg,81
,Generic Rubber Car,MXC2 - Amazon Mexico City,75
,Incredible Frozen Chair,DBA1 - Amazon Dubai,267
,Rustic Bronze Pants,FCO1 - Amazon Passo Corese,78
,Luxurious Soft Tuna,ORY1 - Amazon Saran,314
,Handcrafted Metal Gloves,CHI1 - Amazon Chicago,285
,Tasty Concrete Bacon,BRX2 - Amazon Bruxelles,260
,Awesome Bronze Towels,BUE1 - Amazon Buenos Aires,281
,Electronic Frozen Ball,CGN1 - Amazon Koblenz,72
,Electronic Metal Table,BER3 - Amazon Brieselang,96
,Recycled Metal Chips,,1132
,Refined Soft Ball,,1165
,Modern Plastic Bike,,1191
,Luxurious Soft Tuna,,2412
,Bespoke Concrete Soap,,1311
,Tasty Wooden Pants,,1087
,Handcrafted Metal Tuna,,1170
,Practical Metal Keyboard,,1209
,Unbranded Soft Table,,1116
,Licensed Wooden Chair,,1234
,Recycled Soft Fish,,1217
,Oriental Steel Shirt,,1143
,Unbranded Wooden Hat,,1211
,Intelligent Cotton Pizza,,1204
,Bespoke Soft Tuna,,1112
,Elegant Metal Ball,,1224
,Handmade Wooden Mouse,,1168
,Bespoke Fresh Bacon,,1185
,Electronic Frozen Soap,,1182
,Recycled Soft Car,,1254
,Incredible Soft Shirt,,1032
,Tasty Fresh Mouse,,1170
,Practical Bronze Shirt,,1164
,Unbranded Metal Keyboard,,1103
,Refined Cotton Chips,,1226
,Rustic Steel Towels,,1145
,Ergonomic Wooden Sausages,,1189
,Generic Concrete Fish,,1177
,Small Bronze Shirt,,1209
,Licensed Wooden Tuna,,1142
,Ergonomic Bronze Salad,,1089
,Electronic Soft Chips,,1160
,Small Rubber Car,,1193
,Sleek Plastic Table,,1173
,Ergonomic Concrete Shirt,,1132
,Awesome Wooden Salad,,1174
,Oriental Concrete Chicken,,1056
,Modern Steel Shoes,,1143
,Modern Bronze Chips,,1212
,Handcrafted Wooden Table,,1166
,Practical Concrete Towels,,1163
,Incredible Concrete Bacon,,1100
,Handcrafted Plastic Keyboard,,977
,Modern Concrete Soap,,1274
,Generic Granite Mouse,,1246
,Generic Steel Shoes,,1148
,Sleek Concrete Sausages,,1169
,Licensed Cotton Keyboard,,1204
,Elegant Concrete Shirt,,1109
,Intelligent Plastic Bacon,,1107
,Tasty Steel Ball,,1235
,Modern Plastic Shoes,,1183
,Tasty Frozen Cheese,,1177
,Luxurious Rubber Car,,1178
,Luxurious Concrete Table,,1235
,Recycled Fresh Pizza,,1147
,Unbranded Granite Gloves,,1137
,Elegant Rubber Hat,,1078
,Incredible Steel Computer,,2315
,Recycled Bronze Table,,1241
,Small Metal Shirt,,1075
,Handmade Fresh Shirt,,1136
,Rustic Rubber Mouse,,1172
,Incredible Frozen Chair,,1135
,Oriental Granite Shirt,,1237
,Awesome Soft Fish,,1135
,Electronic Frozen Ball,,1144
,Licensed Wooden Pants,,1090
,Intelligent Bronze Shoes,,1254
,Ergonomic Rubber Soap,,1151
,Small Wooden Bike,,1066
,Practical Granite Shoes,,1172
,Oriental Fresh Chicken,,1029
,Electronic Soft Computer,,1179
,Sleek Steel Fish,,1188
,Bespoke Metal Chips,,2439
,Rustic Bronze Chair,,1190
,Awesome Concrete Cheese,,1150
,Awesome Bronze Towels,,1182
,Licensed Bronze Shirt,,1150
,Elegant Cotton Chips,,1209
,Electronic Granite Fish,,1158
,Tasty Steel Tuna,,1145
,Awesome Concrete Chicken,,1202
,Ergonomic Concrete Chair,,1191
,Incredible Wooden Chips,,1129
,Awesome Metal Chips,,1180
,Unbranded Concrete Ball,,1159
,Handcrafted Steel Chicken,,1151
,Incredible Metal Pizza,,1196
,Electronic Cotton Chair,,1193
,Generic Metal Sausages,,1057
,Intelligent Fresh Chips,,1251
,Electronic Frozen Chips,,1200
,Fantastic Bronze Soap,,1157
,Sleek Cotton Ball,,1222
,Rustic Bronze Pants,,1254
,Sleek Wooden Gloves,,1204
,Handmade Concrete Tuna,,1128
,Generic Rubber Car,,1121
,Gorgeous Plastic Keyboard,,1237
,Intelligent Frozen Computer,,1226
,Electronic Bronze Towels,,1269
,Gorgeous Metal Pants,,1204
,Modern Cotton Pants,,1122
,Elegant Granite Ball,,1231
,Oriental Fresh Bacon,,1295
,Fantastic Fresh Towels,,1293
,Unbranded Soft Pants,,1115
,Tasty Metal Computer,,1182
,Ergonomic Bronze Table,,1190
,Bespoke Concrete Ball,,1188
,Small Metal Gloves,,1191
,Tasty Steel Towels,,1185
,Recycled Metal Salad,,1144
,Bespoke Metal Cheese,,1199
,Ergonomic Plastic Bike,,1147
,Awesome Wooden Towels,,1179
,Elegant Plastic Table,,1298
,Handcrafted Concrete Ball,,2375
,Ergonomic Soft Hat,,1190
,Tasty Wooden Hat,,1225
,Refined Rubber Pizza,,1125
,Practical Wooden Gloves,,1097
,Elegant Steel Towels,,1013
,Small Fresh Tuna,,1139
,Gorgeous Metal Fish,,1163
,Luxurious Wooden Pants,,1117
,Handcrafted Plastic Shoes,,1190
,Oriental Plastic Computer,,1192
,Elegant Bronze Soap,,1148
,Handcrafted Steel Gloves,,1174
,Ergonomic Bronze Computer,,1198
,Generic Wooden Chips,,1191
,Electronic Soft Chair,,1032
,Licensed Soft Salad,,1193
,Tasty Concrete Bacon,,1133
,Practical Plastic Sausages,,1154
,Elegant Metal Pizza,,1130
,Luxurious Soft Computer,,1217
,Handcrafted Metal Gloves,,1163
,Ergonomic Fresh Gloves,,1196
,Oriental Fresh Cheese,,1211
,Recycled Cotton Towels,,1162
,Electronic Metal Table,,1248
,Incredible Bronze Chips,,1116
2023-07-04,,NDH1  - Amazon New Delhi,56
2023-04-11,,BUE1 - Amazon Buenos Aires,36
2023-05-18,,MAN1 - Amazon Manchester,46
2023-05-08,,LAS7 - Amazon Las Vegas,71
2023-04-13,,SAD1 - Amazon San Diego,29
2023-01-15,,NDH1  - Amazon New Delhi,56
2023-02-10,,HOU2 - Amazon Houston,35
2023-09-07,,TOR1 - Amazon Toronto,60
2023-07-06,,BCN1 - Amazon El Prat de Llobregat,61
2023-11-10,,TKY6 - Amazon Tokyo,39
2023-02-18,,MXP5 - Amazon Castel San Giovanni,62
2023-12-29,,CHI1 - Amazon Chicago,47
2023-12-22,,SVQ1 - Amazon Sevilla,48
2023-04-03,,CGN1 - Amazon Koblenz,68
2023-12-24,,MAN1 - Amazon Manchester,61
2023-07-23,,BER6 - Amazon Berlin,28
2023-02-16,,BER3 - Amazon Brieselang,79
2023-04-24,,DUB19 - Amazon Dublin,88
2023-05-08,,SAD1 - Amazon San Diego,41
2023-12-04,,MAN1 - Amazon Manchester,52
2023-05-18,,LAS7 - Amazon Las Vegas,38
2023-04-18,,SAD1 - Amazon San Diego,41
2023-12-27,,DEH8 - Amazon Den Haag,36
2023-06-29,,MIA1 - Amazon Miami,52
2023-12-06,,TOR1 - Amazon Toronto,46
2023-12-30,,MXC2 - Amazon Mexico City,31
2023-05-26,,MIS1 - Amazon Mississauga,61
2023-02-25,,SVQ1 - Amazon Sevilla,35
2023-01-19,,MXC2 - Amazon Mexico City,73
2023-09-23,,BUE1 - Amazon Buenos Aires,53
2023-10-23,,SVQ1 - Amazon Sevilla,47
2023-03-03,,BER3 - Amazon Brieselang,70
2023-04-27,,BOG2 - Amazon Bogota,38
2023-01-19,,DUS2 - Amazon Rheinberg,52
2023-06-03,,DUS2 - Amazon Rheinberg,58
2023-10-19,,BOG2 - Amazon Bogota,55
2023-12-06,,NDH1  - Amazon New Delhi,48
2023-08-23,,MIA1 - Amazon Miami,45
2023-07-18,,MXP5 - Amazon Castel San Giovanni,62
2023-05-10,,TOR1 - Amazon Toronto,50
2023-12-07,,CPN3 - Amazon Copenaghen,35
2023-11-09,,ORY1 - Amazon Saran,57
2023-05-21,,CPN3 - Amazon Copenaghen,50
2023-04-26,,SVQ1 - Amazon Sevilla,42
2023-01-01,,SVQ1 - Amazon Sevilla,43
2023-03-15,,MXP5 - Amazon Castel San Giovanni,48
2023-10-26,,MXP5 - Amazon Castel San Giovanni,67
2023-10-28,,CPN3 - Amazon Copenaghen,58
2023-01-25,,SYD1 - Amazon Sidney,53
2023-05-12,,LCY1 - Amazon London,61
2023-08-11,,FCO1 - Amazon Passo Corese,57
2023-12-16,,SAP1 - Amazon San Paolo,48
2023-05-26,,BUE1 - Amazon Buenos Aires,26
2023-06-15,,CPN3 - Amazon Copenaghen,61
2023-01-23,,ORY1 - Amazon Saran,41
2023-12-09,,LAS7 - Amazon Las Vegas,28
2023-10-14,,WEL1 - Amazon Wels,52
2023-07-09,,NDH1  - Amazon New Delhi,44
2023-05-13,,SAD1 - Amazon San Diego,47
2023-02-23,,BRX2 - Amazon Bruxelles,60
2023-06-21,,BER3 - Amazon Brieselang,62
2023-05-01,,HOU2 - Amazon Houston,49
2023-04-10,,LIS3 - Amazon Lisbon,59
2023-12-11,,SAP1 - Amazon San Paolo,68
2023-12-30,,NYC1 - Amazon New York City,51
2023-12-05,,MXP5 - Amazon Castel San Giovanni,45
2023-11-07,,CPN3 - Amazon Copenaghen,46
2023-02-24,,DBA1 - Amazon Dubai,31
2023-04-20,,TOR1 - Amazon Toronto,65
2023-05-02,,BOG2 - Amazon Bogota,66
2023-01-05,,LIS3 - Amazon Lisbon,54
2023-02-13,,MXC2 - Amazon Mexico City,47
2023-06-29,,PHX7 - Amazon Phoenix,58
2023-07-12,,SAD1 - Amazon San Diego,31
2023-03-05,,MXP5 - Amazon Castel San Giovanni,45
2023-10-24,,BOG2 - Amazon Bogota,54
2023-03-26,,TOR1 - Amazon Toronto,53
2023-06-24,,SAP1 - Amazon San Paolo,70
2023-10-27,,MIA1 - Amazon Miami,40
2023-02-13,,CPT2 - Amazon Capetown,53
2023-05-14,,DUS2 - Amazon Rheinberg,68
2023-10-07,,MIA1 - Amazon Miami,23
2023-05-18,,POZ1 - Amazon Sady,45
2023-10-08,,BVA1 - Amazon Boves,68
2023-12-23,,LUX16 - Amazon Luxemburg,55
2023-09-14,,BCR2 - Amazon Bucarest,57
2023-01-16,,BVA1 - Amazon Boves,66
2023-04-06,,BVA1 - Amazon Boves,75
2023-01-26,,HOU2 - Amazon Houston,59
2023-07-24,,SAP1 - Amazon San Paolo,73
2023-10-10,,CGN1 - Amazon Koblenz,59
2023-01-08,,SHA1 - Amazon Shanghai,52
2023-08-14,,CAI1 - Amazon El Cairo,39
2023-11-06,,MIA1 - Amazon Miami,49
2023-04-20,,LIS3 - Amazon Lisbon,44
2023-10-28,,DEH8 - Amazon Den Haag,68
2023-11-28,,WEL1 - Amazon Wels,63
2023-06-24,,CWL1 - Amazon Swansea,43
2023-05-13,,FCO1 - Amazon Passo Corese,65
2023-02-28,,DUS2 - Amazon Rheinberg,53
2023-06-08,,DUB19 - Amazon Dublin,62
2023-08-26,,MAN1 - Amazon Manchester,76
2023-07-14,,CWL1 - Amazon Swansea,31
2023-11-25,,BRX2 - Amazon Bruxelles,39
2023-04-22,,BCR2 - Amazon Bucarest,60
2023-09-08,,SVQ1 - Amazon Sevilla,63
2023-02-05,,DEH8 - Amazon Den Haag,49
2023-12-25,,BER6 - Amazon Berlin,41
2023-09-10,,CHI1 - Amazon Chicago,60
2023-01-02,,BER3 - Amazon Brieselang,63
2023-03-02,,SVQ1 - Amazon Sevilla,37
2023-05-30,,PHX7 - Amazon Phoenix,59
2023-07-29,,NDH1  - Amazon New Delhi,59
2023-06-30,,CAI1 - Amazon El Cairo,63
2023-05-22,,BOG2 - Amazon Bogota,38
2023-06-04,,DBA1 - Amazon Dubai,27
2023-09-10,,POZ1 - Amazon Sady,31
2023-12-18,,BCR2 - Amazon Bucarest,67
2023-09-11,,TKY6 - Amazon Tokyo,58
2023-09-14,,BOG2 - Amazon Bogota,70
2023-06-22,,SHA1 - Amazon Shanghai,57
2023-01-08,,ORY1 - Amazon Saran,54
2023-07-25,,BVA1 - Amazon Boves,44
2023-01-29,,DUB19 - Amazon Dublin,49
2023-05-04,,NYC1 - Amazon New York City,43
2023-08-07,,DUB19 - Amazon Dublin,48
2023-05-31,,HOU2 - Amazon Houston,44
2023-08-15,,LCY1 - Amazon London,67
2023-01-01,,BUE1 - Amazon Buenos Aires,34
2023-07-06,,BOG2 - Amazon Bogota,51
2023-08-09,,ZRH13 - Amazon Zurich,53
2023-04-25,,NDH1  - Amazon New Delhi,60
2023-08-11,,LAS7 - Amazon Las Vegas,61
2023-06-01,,LUX16 - Amazon Luxemburg,49
2023-08-16,,POZ1 - Amazon Sady,40
2023-07-08,,MXP5 - Amazon Castel San Giovanni,41
2023-12-31,,LIS3 - Amazon Lisbon,25
2023-11-12,,BUE1 - Amazon Buenos Aires,80
2023-04-27,,BCR2 - Amazon Bucarest,41
2023-09-07,,LIS3 - Amazon Lisbon,40
2023-06-01,,MRS1 - Amazon Montelimar,40
2023-10-12,,TOR1 - Amazon Toronto,52
2023-10-06,,MXC2 - Amazon Mexico City,65
2023-03-26,,PHX7 - Amazon Phoenix,76
2023-07-22,,FCO1 - Amazon Passo Corese,52
2023-09-15,,FCO1 - Amazon Passo Corese,61
2023-10-12,,MIA1 - Amazon Miami,52
2023-12-05,,DUS2 - Amazon Rheinberg,67
2023-12-09,,CHI1 - Amazon Chicago,51
2023-07-08,,DUS2 - Amazon Rheinberg,40
2023-06-21,,MRS1 - Amazon Montelimar,47
2023-04-06,,ZRH13 - Amazon Zurich,55
2023-10-31,,TKY6 - Amazon Tokyo,57
2023-08-18,,MIA1 - Amazon Miami,38
2023-05-22,,MRS1 - Amazon Montelimar,53
2023-03-04,,CGN1 - Amazon Koblenz,49
2023-02-14,,PHX7 - Amazon Phoenix,51
2023-03-28,,BOG2 - Amazon Bogota,59
2023-06-11,,WEL1 - Amazon Wels,47
2023-06-04,,PHX7 - Amazon Phoenix,78
2023-10-31,,MXP5 - Amazon Castel San Giovanni,26
2023-02-18,,MXC2 - Amazon Mexico City,46
2023-02-05,,MIS1 - Amazon Mississauga,63
2023-07-03,,CPT2 - Amazon Capetown,67
2023-10-03,,MIS1 - Amazon Mississauga,53
2023-03-14,,CGN1 - Amazon Koblenz,51
2023-07-27,,SAD1 - Amazon San Diego,38
2023-06-15,,HOU2 - Amazon Houston,63
2023-05-17,,BCR2 - Amazon Bucarest,58
2023-03-14,,CHI1 - Amazon Chicago,49
2023-05-10,,SYD1 - Amazon Sidney,45
2023-12-03,,LCY1 - Amazon London,70
2023-09-19,,HKG1 - Amazon Hong Kong,61
2023-09-08,,BVA1 - Amazon Boves,47
